map,tier,hero,delta_wr,delta_pr,presence,archetype,rank_comparison,sample_size
neon-junction,S,vendetta,3.88,-0.28,Standard (-0.3%),Specialist,Better in GM+,20
neon-junction,A,venture,1.49,-0.01,Standard (-0.0%),Favorable,Even Across Ranks,20
neon-junction,B,widowmaker,0.21,2.24,Popular (+2.2%),Neutral,Better in GM+,20
neon-junction,D,winston,-6.19,-5.62,Niche (-5.6%),Deterrent,Even Across Ranks,20
neon-junction,B,wreckingball,0.29,-2.8,Niche (-2.8%),Neutral,Better in GM+,20
neon-junction,C,wuyang,-2.13,3.34,Map Priority (+3.3%),Trap Pick,Even Across Ranks,20
neon-junction,A,zarya,1.75,2.41,Popular (+2.4%),Meta,Even Across Ranks,20
neon-junction,B,zenyatta,0.5,3.32,Map Priority (+3.3%),Neutral,Even Across Ranks,20
nepal,C,ana,-2.35,-6.22,Niche (-6.2%),Deterrent,Even Across Ranks,44
nepal,B,anran,-0.42,0.44,Standard (+0.4%),Neutral,Even Across Ranks,43
nepal,B,ashe,-0.81,-4.16,Niche (-4.2%),Neutral,Even Across Ranks,44
nepal,B,baptiste,0.23,-0.83,Standard (-0.8%),Neutral,Even Across Ranks,44
nepal,A,bastion,2.3,-0.77,Standard (-0.8%),Specialist,Even Across Ranks,44
nepal,A,brigitte,1.35,0.19,Standard (+0.2%),Favorable,Even Across Ranks,44
nepal,B,cassidy,0.24,3.23,Map Priority (+3.2%),Neutral,Even Across Ranks,44
nepal,A,dmon,1.58,0.71,Standard (+0.7%),Favorable,Better in GM+,8
nepal,B,domina,-0.4,-0.24,Standard (-0.2%),Neutral,Better in Masters,44
nepal,B,doomfist,0.67,1.04,Popular (+1.0%),Neutral,Even Across Ranks,44
nepal,C,dva,-1.72,-1.08,Niche (-1.1%),Deterrent,Better in GM+,44
nepal,C,echo,-1.42,0.14,Standard (+0.1%),Unfavorable,Even Across Ranks,44
nepal,B,emre,0.65,-0.97,Standard (-1.0%),Neutral,Even Across Ranks,44
nepal,B,freja,-0.58,-1.11,Niche (-1.1%),Neutral,Even Across Ranks,44
nepal,C,genji,-1.26,-0.52,Standard (-0.5%),Unfavorable,Even Across Ranks,44
nepal,B,hanzo,0.78,-2.26,Niche (-2.3%),Neutral,Even Across Ranks,44
nepal,A,hazard,2.2,0.48,Standard (+0.5%),Favorable,Better in GM+,44
nepal,B,illari,-0.93,-2.78,Niche (-2.8%),Neutral,Even Across Ranks,43
nepal,A,jetpackcat,2.01,0.46,Standard (+0.5%),Favorable,Even Across Ranks,44
nepal,B,junkerqueen,-0.95,0.34,Standard (+0.3%),Neutral,Even Across Ranks,40
nepal,B,junkrat,1.19,0.33,Standard (+0.3%),Neutral,Even Across Ranks,44
nepal,C,juno,-1.88,0.91,Standard (+0.9%),Unfavorable,Even Across Ranks,44
nepal,B,kiriko,0.64,3.89,Map Priority (+3.9%),Neutral,Even Across Ranks,44
nepal,B,lifeweaver,0.07,-1.23,Niche (-1.2%),Neutral,Even Across Ranks,42
nepal,A,lucio,2.1,4.06,Map Priority (+4.1%),Meta,Even Across Ranks,44
nepal,A,mauga,2.47,0.99,Standard (+1.0%),Favorable,Even Across Ranks,43
nepal,B,mei,0.94,-0.39,Standard (-0.4%),Neutral,Even Across Ranks,44
nepal,B,mercy,-0.76,-0.89,Standard (-0.9%),Neutral,Even Across Ranks,43
nepal,B,mizuki,0.77,1.54,Popular (+1.5%),Neutral,Even Across Ranks,44
nepal,B,moira,0.18,1.57,Popular (+1.6%),Neutral,Better in Masters,44
nepal,A,orisa,1.96,0.68,Standard (+0.7%),Favorable,Even Across Ranks,44
nepal,A,pharah,2.14,2.49,Popular (+2.5%),Meta,Even Across Ranks,44
nepal,A,ramattra,1.72,0.6,Standard (+0.6%),Favorable,Even Across Ranks,44
nepal,B,reaper,0.85,0.86,Standard (+0.9%),Neutral,Even Across Ranks,44
nepal,A,reinhardt,2.29,1.43,Popular (+1.4%),Favorable,Even Across Ranks,44
nepal,A,roadhog,1.41,-0.06,Standard (-0.1%),Favorable,Even Across Ranks,44
nepal,C,shion,-1.2,3.42,Map Priority (+3.4%),Unfavorable,Even Across Ranks,20
nepal,B,sierra,1.06,-0.51,Standard (-0.5%),Neutral,Even Across Ranks,25
nepal,B,sigma,-0.16,-1.7,Niche (-1.7%),Neutral,Even Across Ranks,44
nepal,A,sojourn,1.24,1.41,Popular (+1.4%),Favorable,Even Across Ranks,44
nepal,B,soldier76,-1.16,-0.84,Standard (-0.8%),Neutral,Even Across Ranks,44
nepal,C,sombra,-1.9,-0.37,Standard (-0.4%),Deterrent,Even Across Ranks,43
nepal,S,symmetra,3.54,2.34,Popular (+2.3%),Meta,Better in Masters,44
nepal,A,torbjorn,2.91,-0.46,Standard (-0.5%),Specialist,Better in GM+,43
nepal,B,tracer,-0.9,2.66,Popular (+2.7%),Neutral,Even Across Ranks,44
nepal,B,vendetta,1.06,0.15,Standard (+0.2%),Neutral,Even Across Ranks,41
nepal,B,venture,0.79,0.14,Standard (+0.1%),Neutral,Even Across Ranks,44
nepal,D,widowmaker,-9.76,-4.63,Niche (-4.6%),Deterrent,Even Across Ranks,44
nepal,D,winston,-4.0,-4.42,Niche (-4.4%),Deterrent,Even Across Ranks,44
nepal,D,wreckingball,-3.16,0.04,Standard (+0.0%),Unfavorable,Even Across Ranks,44
nepal,B,wuyang,0.25,1.05,Popular (+1.1%),Neutral,Even Across Ranks,44
nepal,B,zarya,-0.06,1.15,Popular (+1.1%),Neutral,Even Across Ranks,44
nepal,B,zenyatta,0.49,-1.96,Niche (-2.0%),Neutral,Even Across Ranks,44
new-junk-city,D,ana,-5.55,-14.73,Niche (-14.7%),Deterrent,Better in Masters,44
new-junk-city,B,anran,0.34,1.97,Popular (+2.0%),Neutral,Better in Masters,43
new-junk-city,C,ashe,-2.82,-7.07,Niche (-7.1%),Deterrent,Better in Masters,38
new-junk-city,A,baptiste,1.97,-1.85,Niche (-1.8%),Specialist,Even Across Ranks,44
new-junk-city,C,bastion,-1.21,-1.64,Niche (-1.6%),Unfavorable,Even Across Ranks,40
new-junk-city,B,brigitte,0.81,0.97,Standard (+1.0%),Neutral,Better in GM+,43
new-junk-city,A,cassidy,1.22,8.04,Map Priority (+8.0%),Favorable,Even Across Ranks,44
new-junk-city,A,dmon,1.43,2.67,Popular (+2.7%),Favorable,Better in GM+,8
new-junk-city,B,domina,1.06,-0.93,Standard (-0.9%),Neutral,Better in GM+,40
new-junk-city,B,doomfist,0.69,0.17,Standard (+0.2%),Neutral,Better in Masters,43
new-junk-city,C,dva,-1.57,-1.73,Niche (-1.7%),Deterrent,Better in GM+,44
new-junk-city,B,echo,-0.95,-3.59,Niche (-3.6%),Neutral,Even Across Ranks,43
new-junk-city,B,emre,0.96,-4.0,Niche (-4.0%),Neutral,Even Across Ranks,43
new-junk-city,D,freja,-6.13,-2.89,Niche (-2.9%),Deterrent,Better in Masters,40
new-junk-city,C,genji,-1.23,0.45,Standard (+0.4%),Unfavorable,Even Across Ranks,44
new-junk-city,C,hanzo,-2.59,-2.34,Niche (-2.3%),Deterrent,Even Across Ranks,43
new-junk-city,S,hazard,3.2,0.9,Standard (+0.9%),Favorable,Even Across Ranks,43
new-junk-city,C,illari,-1.25,-5.06,Niche (-5.1%),Unfavorable,Even Across Ranks,44
new-junk-city,B,jetpackcat,-0.75,-1.04,Niche (-1.0%),Neutral,Even Across Ranks,43
new-junk-city,S,junkerqueen,4.28,3.49,Map Priority (+3.5%),Meta,Even Across Ranks,42
new-junk-city,B,junkrat,-0.73,0.35,Standard (+0.3%),Neutral,Better in Masters,41
new-junk-city,B,juno,-0.15,0.46,Standard (+0.5%),Neutral,Even Across Ranks,42
new-junk-city,B,kiriko,-0.09,10.28,Map Priority (+10.3%),Neutral,Better in Masters,44
new-junk-city,B,lifeweaver,0.46,-1.92,Niche (-1.9%),Neutral,Better in Masters,41
new-junk-city,A,lucio,2.58,7.75,Map Priority (+7.8%),Meta,Even Across Ranks,44
new-junk-city,B,mauga,0.7,2.57,Popular (+2.6%),Neutral,Even Across Ranks,42
new-junk-city,A,mei,1.51,1.0,Popular (+1.0%),Favorable,Even Across Ranks,43
new-junk-city,B,mercy,-0.02,-3.18,Niche (-3.2%),Neutral,Better in GM+,42
new-junk-city,S,mizuki,3.02,5.15,Map Priority (+5.2%),Meta,Better in GM+,44
new-junk-city,A,moira,2.85,5.08,Map Priority (+5.1%),Meta,Even Across Ranks,43
new-junk-city,B,orisa,0.87,2.26,Popular (+2.3%),Neutral,Even Across Ranks,43
new-junk-city,D,pharah,-6.99,-1.74,Niche (-1.7%),Deterrent,Even Across Ranks,43
new-junk-city,B,ramattra,0.25,1.96,Popular (+2.0%),Neutral,Even Across Ranks,44
new-junk-city,A,reaper,2.26,4.39,Map Priority (+4.4%),Meta,Even Across Ranks,44
new-junk-city,A,reinhardt,1.82,1.59,Popular (+1.6%),Meta,Better in GM+,44
new-junk-city,B,roadhog,0.09,0.08,Standard (+0.1%),Neutral,Better in GM+,43
new-junk-city,A,shion,1.51,8.06,Map Priority (+8.1%),Meta,Even Across Ranks,20
new-junk-city,C,sierra,-1.47,-1.09,Niche (-1.1%),Unfavorable,Even Across Ranks,21
new-junk-city,C,sigma,-3.0,-5.17,Niche (-5.2%),Deterrent,Even Across Ranks,43
new-junk-city,B,sojourn,0.77,3.41,Map Priority (+3.4%),Neutral,Better in GM+,44
new-junk-city,C,soldier76,-1.36,-0.8,Standard (-0.8%),Unfavorable,Even Across Ranks,43
new-junk-city,B,sombra,0.72,-0.32,Standard (-0.3%),Neutral,Even Across Ranks,41
new-junk-city,S,symmetra,3.28,0.6,Standard (+0.6%),Favorable,Even Across Ranks,42
new-junk-city,A,torbjorn,1.69,-0.15,Standard (-0.1%),Specialist,Better in Masters,42
new-junk-city,B,tracer,0.8,5.67,Map Priority (+5.7%),Neutral,Even Across Ranks,44
new-junk-city,A,vendetta,2.1,1.42,Popular (+1.4%),Favorable,Even Across Ranks,40
new-junk-city,A,venture,2.13,1.15,Popular (+1.2%),Favorable,Better in GM+,42
new-junk-city,D,widowmaker,-18.15,-6.03,Niche (-6.0%),Deterrent,Better in Masters,22
new-junk-city,D,winston,-8.32,-6.78,Niche (-6.8%),Deterrent,Better in Masters,44
new-junk-city,B,wreckingball,0.99,-1.05,Niche (-1.0%),Neutral,Better in Masters,44
new-junk-city,B,wuyang,0.02,2.08,Popular (+2.1%),Neutral,Better in Masters,44
new-junk-city,B,zarya,1.18,2.85,Popular (+2.9%),Neutral,Better in Masters,44
new-junk-city,C,zenyatta,-2.0,-3.39,Niche (-3.4%),Deterrent,Even Across Ranks,42
new-queen-street,D,ana,-3.85,-5.15,Niche (-5.1%),Deterrent,Even Across Ranks,44
new-queen-street,C,anran,-2.98,0.01,Standard (+0.0%),Unfavorable,Better in Masters,42
new-queen-street,B,ashe,-1.13,-4.41,Niche (-4.4%),Neutral,Better in Masters,43
new-queen-street,C,baptiste,-1.31,-2.58,Niche (-2.6%),Unfavorable,Better in GM+,44
new-queen-street,C,bastion,-2.37,-1.56,Niche (-1.6%),Deterrent,Better in Masters,41
new-queen-street,B,brigitte,-0.16,0.82,Standard (+0.8%),Neutral,Even Across Ranks,44
new-queen-street,C,cassidy,-1.66,-0.33,Standard (-0.3%),Deterrent,Better in GM+,44
new-queen-street,A,dmon,1.89,1.29,Popular (+1.3%),Favorable,Better in GM+,8
new-queen-street,C,domina,-1.81,-0.92,Standard (-0.9%),Deterrent,Even Across Ranks,43
new-queen-street,A,doomfist,2.48,1.03,Popular (+1.0%),Favorable,Better in Masters,44
new-queen-street,B,dva,-0.47,0.84,Standard (+0.8%),Neutral,Even Across Ranks,44
new-queen-street,B,echo,-1.18,-2.75,Niche (-2.8%),Neutral,Better in Masters,44
new-queen-street,B,emre,-1.09,0.09,Standard (+0.1%),Neutral,Even Across Ranks,44
new-queen-street,A,freja,2.59,-1.57,Niche (-1.6%),Specialist,Even Across Ranks,43
new-queen-street,B,genji,-1.1,-1.36,Niche (-1.4%),Neutral,Even Across Ranks,44
new-queen-street,B,hanzo,0.56,-3.26,Niche (-3.3%),Neutral,Better in GM+,42
new-queen-street,B,hazard,1.17,0.83,Standard (+0.8%),Neutral,Better in Masters,44
new-queen-street,B,illari,-0.81,-1.37,Niche (-1.4%),Neutral,Better in Masters,44
new-queen-street,C,jetpackcat,-2.6,0.6,Standard (+0.6%),Unfavorable,Even Across Ranks,44
new-queen-street,A,junkerqueen,2.12,0.74,Standard (+0.7%),Favorable,Even Across Ranks,41
new-queen-street,A,junkrat,2.38,-1.49,Niche (-1.5%),Specialist,Better in Masters,41
new-queen-street,C,juno,-1.34,0.72,Standard (+0.7%),Unfavorable,Better in Masters,44
new-queen-street,A,kiriko,2.97,6.3,Map Priority (+6.3%),Meta,Even Across Ranks,44
new-queen-street,B,lifeweaver,1.08,-0.67,Standard (-0.7%),Neutral,Better in GM+,43
new-queen-street,B,lucio,-0.13,1.47,Popular (+1.5%),Neutral,Even Across Ranks,44
new-queen-street,A,mauga,1.61,1.25,Popular (+1.3%),Favorable,Better in GM+,43
new-queen-street,B,mei,-1.09,-1.55,Niche (-1.6%),Neutral,Better in Masters,44
new-queen-street,B,mercy,0.79,-0.85,Standard (-0.8%),Neutral,Even Across Ranks,42
new-queen-street,A,mizuki,1.86,0.59,Standard (+0.6%),Favorable,Even Across Ranks,44
new-queen-street,B,moira,-0.55,0.46,Standard (+0.5%),Neutral,Better in Masters,44
new-queen-street,C,orisa,-2.26,-0.12,Standard (-0.1%),Deterrent,Better in Masters,44
new-queen-street,B,pharah,-0.5,-1.85,Niche (-1.8%),Neutral,Even Across Ranks,44
new-queen-street,B,ramattra,1.08,-1.27,Niche (-1.3%),Neutral,Even Across Ranks,39
new-queen-street,A,reaper,1.43,-1.07,Niche (-1.1%),Favorable,Even Across Ranks,44
new-queen-street,B,reinhardt,1.06,-0.13,Standard (-0.1%),Neutral,Better in GM+,44
new-queen-street,B,roadhog,1.14,0.2,Standard (+0.2%),Neutral,Even Across Ranks,44
new-queen-street,B,shion,0.54,5.15,Map Priority (+5.2%),Neutral,Even Across Ranks,20
new-queen-street,C,sierra,-1.75,-0.13,Standard (-0.1%),Deterrent,Even Across Ranks,27
new-queen-street,D,sigma,-5.53,-4.26,Niche (-4.3%),Deterrent,Better in GM+,44
new-queen-street,C,sojourn,-1.37,1.93,Popular (+1.9%),Unfavorable,Even Across Ranks,44
new-queen-street,S,soldier76,5.45,13.13,Map Priority (+13.1%),Meta,Even Across Ranks,44
new-queen-street,C,sombra,-2.01,1.12,Popular (+1.1%),Trap Pick,Even Across Ranks,44
new-queen-street,S,symmetra,3.18,-1.11,Niche (-1.1%),Specialist,Even Across Ranks,38
new-queen-street,S,torbjorn,3.31,-0.36,Standard (-0.4%),Specialist,Even Across Ranks,43
new-queen-street,A,tracer,1.28,7.84,Map Priority (+7.8%),Favorable,Even Across Ranks,44
new-queen-street,C,vendetta,-1.28,-0.17,Standard (-0.2%),Unfavorable,Even Across Ranks,40
new-queen-street,B,venture,1.15,-0.57,Standard (-0.6%),Neutral,Better in Masters,43
new-queen-street,D,widowmaker,-7.83,-3.51,Niche (-3.5%),Deterrent,Even Across Ranks,43
new-queen-street,B,winston,0.3,0.26,Standard (+0.3%),Neutral,Even Across Ranks,44
new-queen-street,A,wreckingball,2.26,2.48,Popular (+2.5%),Meta,Even Across Ranks,44
new-queen-street,A,wuyang,1.42,2.13,Popular (+2.1%),Favorable,Even Across Ranks,44
new-queen-street,B,zarya,0.93,-1.39,Niche (-1.4%),Neutral,Even Across Ranks,43
new-queen-street,A,zenyatta,1.73,-2.9,Niche (-2.9%),Specialist,Better in GM+,44
numbani,B,ana,0.68,7.64,Map Priority (+7.6%),Neutral,Even Across Ranks,44
numbani,C,anran,-1.48,-0.48,Standard (-0.5%),Unfavorable,Even Across Ranks,42
numbani,A,ashe,1.43,5.88,Map Priority (+5.9%),Favorable,Even Across Ranks,44
numbani,D,baptiste,-5.14,-0.29,Standard (-0.3%),Deterrent,Better in Masters,44
numbani,B,bastion,0.79,1.2,Popular (+1.2%),Neutral,Better in GM+,43
numbani,C,brigitte,-2.22,1.11,Popular (+1.1%),Trap Pick,Better in GM+,43
numbani,B,cassidy,-0.14,-2.65,Niche (-2.6%),Neutral,Even Across Ranks,44
numbani,C,dmon,-1.54,-2.77,Niche (-2.8%),Deterrent,Even Across Ranks,8
numbani,D,domina,-5.73,-0.94,Standard (-0.9%),Deterrent,Even Across Ranks,40
numbani,C,doomfist,-1.85,0.76,Standard (+0.8%),Unfavorable,Better in GM+,44
numbani,A,dva,1.37,1.9,Popular (+1.9%),Favorable,Even Across Ranks,43
numbani,C,echo,-1.46,5.09,Map Priority (+5.1%),Unfavorable,Even Across Ranks,44
numbani,C,emre,-1.5,0.55,Standard (+0.5%),Unfavorable,Better in GM+,44
numbani,B,freja,-1.03,1.09,Popular (+1.1%),Neutral,Better in Masters,44
numbani,C,genji,-2.04,1.07,Popular (+1.1%),Trap Pick,Even Across Ranks,44
numbani,B,hanzo,-0.21,0.02,Standard (+0.0%),Neutral,Better in GM+,44
numbani,B,hazard,-0.11,2.42,Popular (+2.4%),Neutral,Better in Masters,42
numbani,C,illari,-1.59,0.63,Standard (+0.6%),Unfavorable,Even Across Ranks,44
numbani,C,jetpackcat,-2.44,1.3,Popular (+1.3%),Trap Pick,Even Across Ranks,44
numbani,D,junkerqueen,-10.56,-1.5,Niche (-1.5%),Deterrent,Even Across Ranks,34
numbani,B,junkrat,-0.64,0.02,Standard (+0.0%),Neutral,Even Across Ranks,43
numbani,D,juno,-3.27,-0.69,Standard (-0.7%),Deterrent,Better in Masters,43
numbani,B,kiriko,0.33,0.24,Standard (+0.2%),Neutral,Better in Masters,44
numbani,A,lifeweaver,2.12,1.13,Popular (+1.1%),Favorable,Even Across Ranks,43
numbani,D,lucio,-4.06,-2.72,Niche (-2.7%),Deterrent,Better in GM+,44
numbani,C,mauga,-2.89,-0.69,Standard (-0.7%),Deterrent,Even Across Ranks,41
numbani,D,mei,-3.66,-0.88,Standard (-0.9%),Deterrent,Better in GM+,43
numbani,A,mercy,1.28,2.35,Popular (+2.3%),Favorable,Even Across Ranks,43
numbani,D,mizuki,-3.75,-2.8,Niche (-2.8%),Deterrent,Even Across Ranks,43
numbani,D,moira,-4.25,-2.11,Niche (-2.1%),Deterrent,Better in GM+,43
numbani,C,orisa,-1.88,-1.89,Niche (-1.9%),Deterrent,Better in GM+,43
numbani,D,pharah,-4.22,-0.08,Standard (-0.1%),Deterrent,Better in Masters,43
numbani,D,ramattra,-4.78,-1.97,Niche (-2.0%),Deterrent,Even Across Ranks,36
numbani,D,reaper,-5.58,-0.72,Standard (-0.7%),Deterrent,Even Across Ranks,44
numbani,D,reinhardt,-4.71,-2.11,Niche (-2.1%),Deterrent,Even Across Ranks,43
numbani,D,roadhog,-6.79,0.03,Standard (+0.0%),Unfavorable,Even Across Ranks,44
numbani,C,shion,-1.35,-2.83,Niche (-2.8%),Unfavorable,Even Across Ranks,20
numbani,A,sierra,2.22,0.2,Standard (+0.2%),Favorable,Better in Masters,26
numbani,B,sigma,-1.16,-2.72,Niche (-2.7%),Neutral,Better in Masters,43
numbani,D,sojourn,-5.39,-6.62,Niche (-6.6%),Deterrent,Better in Masters,44
numbani,B,soldier76,0.02,0.55,Standard (+0.5%),Neutral,Even Across Ranks,44
numbani,B,sombra,-0.01,0.05,Standard (+0.1%),Neutral,Better in Masters,39
numbani,D,symmetra,-5.76,-0.6,Standard (-0.6%),Deterrent,Even Across Ranks,41
numbani,C,torbjorn,-1.71,0.48,Standard (+0.5%),Unfavorable,Even Across Ranks,42
numbani,B,tracer,0.64,0.33,Standard (+0.3%),Neutral,Even Across Ranks,44
numbani,C,vendetta,-2.19,-0.09,Standard (-0.1%),Deterrent,Better in Masters,35
numbani,D,venture,-3.32,-0.09,Standard (-0.1%),Deterrent,Better in GM+,43
numbani,D,widowmaker,-9.72,-2.42,Niche (-2.4%),Deterrent,Even Across Ranks,43
numbani,A,winston,1.88,9.36,Map Priority (+9.4%),Meta,Even Across Ranks,44
numbani,S,wreckingball,3.2,0.56,Standard (+0.6%),Favorable,Better in GM+,43
numbani,C,wuyang,-1.5,-2.95,Niche (-3.0%),Deterrent,Better in GM+,43
numbani,C,zarya,-2.37,-2.2,Niche (-2.2%),Deterrent,Even Across Ranks,44
numbani,C,zenyatta,-2.79,-2.15,Niche (-2.1%),Deterrent,Even Across Ranks,44
oasis,C,ana,-1.74,-9.19,Niche (-9.2%),Deterrent,Even Across Ranks,44
oasis,B,anran,-0.53,0.35,Standard (+0.3%),Neutral,Even Across Ranks,44
oasis,C,ashe,-1.45,-6.33,Niche (-6.3%),Unfavorable,Better in GM+,44
oasis,B,baptiste,-0.42,-1.35,Niche (-1.4%),Neutral,Better in Masters,44
oasis,B,bastion,-0.51,-1.0,Niche (-1.0%),Neutral,Even Across Ranks,43
oasis,B,brigitte,0.82,1.96,Popular (+2.0%),Neutral,Even Across Ranks,44
oasis,A,cassidy,2.34,11.46,Map Priority (+11.5%),Meta,Even Across Ranks,44
oasis,C,dmon,-1.46,0.76,Standard (+0.8%),Unfavorable,Even Across Ranks,8
oasis,B,domina,0.6,-0.94,Standard (-0.9%),Neutral,Even Across Ranks,42
oasis,A,doomfist,2.21,1.02,Popular (+1.0%),Favorable,Even Across Ranks,44
oasis,B,dva,0.31,0.86,Standard (+0.9%),Neutral,Better in GM+,44
oasis,B,echo,-0.01,-0.22,Standard (-0.2%),Neutral,Even Across Ranks,44
oasis,C,emre,-1.35,-3.2,Niche (-3.2%),Unfavorable,Even Across Ranks,44
oasis,A,freja,2.74,-1.51,Niche (-1.5%),Specialist,Even Across Ranks,44
oasis,C,genji,-1.59,-0.45,Standard (-0.4%),Deterrent,Better in Masters,44
oasis,B,hanzo,1.2,-2.6,Niche (-2.6%),Neutral,Even Across Ranks,44
oasis,B,hazard,0.91,2.19,Popular (+2.2%),Neutral,Even Across Ranks,44
oasis,B,illari,1.18,-3.01,Niche (-3.0%),Neutral,Even Across Ranks,44
oasis,B,jetpackcat,0.73,1.09,Popular (+1.1%),Neutral,Even Across Ranks,44
oasis,B,junkerqueen,-0.39,0.79,Standard (+0.8%),Neutral,Even Across Ranks,44
oasis,B,junkrat,0.32,-0.42,Standard (-0.4%),Neutral,Even Across Ranks,43
oasis,B,juno,-1.14,0.01,Standard (+0.0%),Neutral,Even Across Ranks,44
oasis,B,kiriko,0.8,7.02,Map Priority (+7.0%),Neutral,Even Across Ranks,44
oasis,B,lifeweaver,0.38,-1.17,Niche (-1.2%),Neutral,Even Across Ranks,42
oasis,B,lucio,-0.68,4.11,Map Priority (+4.1%),Neutral,Even Across Ranks,44
oasis,A,mauga,1.7,1.19,Popular (+1.2%),Favorable,Better in GM+,43
oasis,B,mei,0.16,-0.74,Standard (-0.7%),Neutral,Even Across Ranks,44
oasis,C,mercy,-1.47,-1.15,Niche (-1.2%),Unfavorable,Even Across Ranks,43
oasis,B,mizuki,1.09,3.13,Map Priority (+3.1%),Neutral,Even Across Ranks,44
oasis,B,moira,0.69,1.82,Popular (+1.8%),Neutral,Even Across Ranks,44
oasis,A,orisa,2.58,0.46,Standard (+0.5%),Favorable,Even Across Ranks,44
oasis,C,pharah,-1.49,0.87,Standard (+0.9%),Unfavorable,Better in Masters,44
oasis,B,ramattra,0.69,-0.86,Standard (-0.9%),Neutral,Even Across Ranks,43
oasis,B,reaper,0.97,1.8,Popular (+1.8%),Neutral,Even Across Ranks,44
oasis,B,reinhardt,-1.06,-0.48,Standard (-0.5%),Neutral,Even Across Ranks,43
oasis,S,roadhog,3.59,0.9,Standard (+0.9%),Favorable,Even Across Ranks,44
oasis,B,shion,0.72,5.06,Map Priority (+5.1%),Neutral,Even Across Ranks,20
oasis,B,sierra,0.92,-0.66,Standard (-0.7%),Neutral,Even Across Ranks,25
oasis,D,sigma,-4.19,-5.97,Niche (-6.0%),Deterrent,Even Across Ranks,44
oasis,B,sojourn,0.1,-2.21,Niche (-2.2%),Neutral,Even Across Ranks,44
oasis,B,soldier76,0.17,-1.1,Niche (-1.1%),Neutral,Even Across Ranks,44
oasis,B,sombra,-0.58,0.2,Standard (+0.2%),Neutral,Even Across Ranks,44
oasis,B,symmetra,0.1,0.3,Standard (+0.3%),Neutral,Even Across Ranks,44
oasis,S,torbjorn,3.77,-0.27,Standard (-0.3%),Specialist,Even Across Ranks,43
oasis,B,tracer,0.31,6.78,Map Priority (+6.8%),Neutral,Even Across Ranks,44
oasis,A,vendetta,1.7,0.46,Standard (+0.5%),Favorable,Even Across Ranks,40
oasis,C,venture,-1.43,0.04,Standard (+0.0%),Unfavorable,Better in GM+,44
oasis,D,widowmaker,-15.39,-5.22,Niche (-5.2%),Deterrent,Better in Masters,39
oasis,B,winston,-0.51,-0.65,Standard (-0.6%),Neutral,Even Across Ranks,44
oasis,C,wreckingball,-2.3,0.8,Standard (+0.8%),Unfavorable,Even Across Ranks,44
oasis,B,wuyang,0.28,-0.8,Standard (-0.8%),Neutral,Even Across Ranks,44
oasis,B,zarya,0.68,0.21,Standard (+0.2%),Neutral,Even Across Ranks,44
oasis,B,zenyatta,-0.38,-2.97,Niche (-3.0%),Neutral,Even Across Ranks,44
paraiso,B,ana,1.01,7.79,Map Priority (+7.8%),Neutral,Even Across Ranks,8
paraiso,C,anran,-1.9,-0.1,Standard (-0.1%),Deterrent,Even Across Ranks,8
paraiso,A,ashe,2.57,6.16,Map Priority (+6.2%),Meta,Even Across Ranks,8
paraiso,B,baptiste,-0.24,-0.23,Standard (-0.2%),Neutral,Better in GM+,8
paraiso,S,bastion,5.01,0.18,Standard (+0.2%),Favorable,Better in GM+,8
paraiso,C,brigitte,-2.34,0.2,Standard (+0.2%),Unfavorable,Better in Masters,8
paraiso,D,cassidy,-3.36,-1.83,Niche (-1.8%),Deterrent,Even Across Ranks,8
paraiso,C,dmon,-1.98,0.48,Standard (+0.5%),Unfavorable,Better in Masters,8
paraiso,D,domina,-8.0,-0.07,Standard (-0.1%),Deterrent,Better in GM+,7
paraiso,D,doomfist,-3.18,-1.24,Niche (-1.2%),Deterrent,Better in Masters,8
paraiso,A,dva,2.85,4.4,Map Priority (+4.4%),Meta,Better in GM+,8
paraiso,B,echo,-0.15,5.3,Map Priority (+5.3%),Neutral,Better in Masters,8
paraiso,C,emre,-2.3,1.69,Popular (+1.7%),Trap Pick,Better in Masters,8
paraiso,D,freja,-5.6,0.38,Standard (+0.4%),Unfavorable,Better in Masters,8
paraiso,D,genji,-3.53,1.48,Popular (+1.5%),Trap Pick,Even Across Ranks,8
paraiso,D,hanzo,-4.95,0.01,Standard (+0.0%),Unfavorable,Better in Masters,8
paraiso,D,hazard,-3.69,1.53,Popular (+1.5%),Trap Pick,Better in Masters,8
paraiso,D,illari,-5.13,1.45,Popular (+1.5%),Trap Pick,Better in Masters,8
paraiso,S,jetpackcat,8.43,1.84,Popular (+1.8%),Meta,Better in GM+,8
paraiso,D,junkerqueen,-7.86,-0.89,Standard (-0.9%),Deterrent,Better in Masters,7
paraiso,C,junkrat,-1.35,0.2,Standard (+0.2%),Unfavorable,Better in GM+,8
paraiso,D,juno,-4.95,-1.05,Niche (-1.1%),Deterrent,Better in Masters,8
paraiso,C,kiriko,-2.24,-2.94,Niche (-2.9%),Deterrent,Even Across Ranks,8
paraiso,S,lifeweaver,5.97,0.68,Standard (+0.7%),Favorable,Better in GM+,8
paraiso,D,lucio,-14.06,-3.31,Niche (-3.3%),Deterrent,Better in Masters,8
paraiso,D,mauga,-5.4,-0.87,Standard (-0.9%),Deterrent,Better in Masters,7
paraiso,D,mei,-5.06,-1.0,Niche (-1.0%),Deterrent,Even Across Ranks,8
